	cluster	GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_HISTONE_MONOUBIQUITINATION	GOBP_UBIQUITIN_RECYCLING	GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	GOBP_HISTONE_UBIQUITINATION	GOBP_HISTONE_UBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	GOBP_HISTONE_H2A_UBIQUITINATION	GOBP_HISTONE_H2B_UBIQUITINATION	GOBP_HISTONE_H2A_MONOUBIQUITINATION	GOBP_PROTEIN_K29_LINKED_UBIQUITINATION	GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_PROTEIN_AUTOUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ENDOCYTOSIS	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_H2B_UBIQUITINATION	GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY	GOMF_UBIQUITIN_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	GOMF_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY	GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
C97	COVID_19	0.017557348	0.013423109	0.043343653	0.408668731	0.408668731	-0.187599162	-0.187599162	0.01803266	-0.181239641	-0.699376947	0.524224441	0.808641975	0.500521588	-0.87037037	0.578920656	-0.87037037	0.043343653	0.519428375	-0.566563467	-0.518518519	0.238390093	0.560371517	0.161043994	0.204103672	0.086419753	0.453371854	0.320987654	-0.454110718	0.030864198	0.58283296	-0.226966169	0.130632617	0.58283296	0.133508737	0.043209877	0.487654321	0.653250774	0.653250774	0.653250774	0.418309859	0.086419753	0.501547988	0.524224441	-0.87037037	-0.005140046	0.493300764	0.089109553	-0.703436894	0.697530864	-0.143497762	0.08466248	0.286163522	-0.895061728	0.055555556	0.569659443	-0.658522097	-0.372751499	-0.009375	-0.040395796	0.052631579	-0.17541218	0.106223942	-0.200890093	0.078801522	0.19072391	-0.370735306	0.672839506	0.956790123	-0.314634649	0.246793481	0.052631579	0.672839506	0.956790123	0.487654321	-0.728395062
C98	COVID_19	-0.067320121	0.151604188	-0.003095975	0.451152391	0.451152391	-0.303145413	-0.303145413	0.315953718	-0.758513932	0.099551839	0.368127217	-0.462962963	0.444992284	-0.086419753	-0.334523897	-0.086419753	-0.003095975	-0.146747662	-0.591331269	-0.487654321	0.557416268	0.558934762	0.552027282	0.695652174	-0.351851852	0.02980617	-0.320987654	0.161380274	-0.561728395	-0.009400973	-0.142590127	-0.095637354	-0.009400973	0.390693412	-0.938271605	-0.240740741	-0.67700643	-0.67700643	-0.67700643	0.615380817	-0.351851852	0.795665635	0.368127217	-0.086419753	-0.141528349	0.073915155	-0.30964111	0.016605377	-0.716049383	0.154843838	0.053584539	0.066570601	-0.209876543	0.555555556	0.671326361	0.033454965	-0.01660637	-0.589360409	-0.069154927	0.328682491	-0.020327103	-0.006944717	-0.023662096	0.125295262	-0.276563196	-0.104061809	0.882716049	0.901234568	-0.248152405	-0.017147535	0.328682491	0.882716049	0.901234568	-0.240740741	0.351851852
C99	COVID_19	0.069344656	0.21039767	0.003095975	0.049535604	0.049535604	0.003115265	0.003115265	0.520393599	-0.365325077	-0.428542056	0.387360268	0.950617284	0.224483802	-0.012345679	0.00310559	-0.012345679	0.003095975	-0.034161491	-0.808049536	-0.172839506	0.811145511	0.027863777	0.064435587	0.304347826	-0.302469136	0.487026146	0.839506173	0.168789809	-0.222222222	0.246817102	0.096334686	0.194267516	0.246817102	-0.739130435	-0.271604938	-0.148148148	0.223926572	0.223926572	0.223926572	0.02173913	-0.302469136	0.297213622	0.387360268	-0.012345679	0.01464965	-0.369811933	0.700647159	-0.546565079	-0.037037037	0.041741228	0.596619938	0.285677235	-0.827160494	0.228395062	0.771202212	-0.484786479	-0.068357156	-0.425072836	0.168394088	-0.00619195	0.214219799	-0.135022562	-0.003095975	-0.074390201	0.027388352	-0.012188933	0.345679012	0.987654321	0.102894524	0.356549858	-0.00619195	0.345679012	0.987654321	-0.148148148	-0.265432099
NC1	non_COVID_19	-0.20238434	-0.12459099	-0.106546021	-0.747139909	-0.747139909	-0.094871965	-0.094871965	0.151257115	-0.743034056	0.269643475	-0.346100458	-0.00617284	-0.34677116	0.709876543	-0.417749836	0.709876543	-0.106546021	-0.519223209	-0.681114551	-0.419753086	0.271255061	-0.086687307	-0.703933193	-0.847225536	0.469135802	-0.14741631	-0.574074074	-0.059987934	-0.598765432	-0.340659341	-0.350572112	-0.44872067	-0.340659341	-0.564087107	-0.919753086	0.308641975	-0.635762483	-0.635762483	-0.635762483	-0.80444158	0.469135802	-0.996904025	-0.346100458	0.709876543	-0.279827993	-0.849955869	-0.304110068	0.056281061	-0.783950617	-0.15987409	-0.103014229	-0.175802285	-0.141975309	0.518518519	0.647684606	0.14428087	-0.121045003	-0.370560309	-0.155528254	0.265564373	0.021875	-0.267040093	-0.293404227	-0.223610579	-0.456561293	0.009433962	-1	0.512345679	-0.294000698	-0.048339851	0.265564373	-1	0.512345679	0.308641975	0.37037037
NC10	non_COVID_19	-0.036255411	0.098132586	-0.706084568	-0.678018576	-0.678018576	-0.088995538	-0.088995538	-0.22287247	-0.659038399	0.177469601	-0.464177233	-0.728395062	-0.390700104	0.481481481	-0.096570681	0.481481481	-0.706084568	-0.723602484	-0.055727554	-0.604938272	0.648400886	-0.721362229	-0.626261597	-0.678686702	-0.148148148	-0.083763808	0.944444444	0.085770493	-0.388888889	-0.663885724	0.25029277	0.313447074	-0.663885724	-0.723602484	-0.580246914	-0.543209877	0.437981688	0.437981688	0.437981688	-0.788773677	-0.148148148	-0.866873065	-0.464177233	0.481481481	0.057922119	-0.690388033	0.847352025	-0.018621304	0.882716049	0.140185926	0.611010514	0.656375806	0.524691358	-0.987654321	0.131266373	-0.097700221	0.069894839	-0.287145439	-0.033628501	-0.105263158	0.191883834	0.006411853	0.024767802	0.027210744	-0.081371388	0.420227626	-0.919753086	-0.703703704	0.304985469	-0.099701436	-0.105263158	-0.919753086	-0.703703704	-0.543209877	0.672839506
NC11	non_COVID_19	0.016942223	-0.061117403	0.099071207	-0.965944272	-0.965944272	0.488801395	0.488801395	0.170176069	-0.708978328	0.303577475	-0.666409923	0.537037037	-0.759410448	0.759259259	0.388163387	0.759259259	0.099071207	-0.844720497	-0.238390093	0.981481481	0.72755418	-0.93498452	-0.78743086	-0.809675765	-0.067901235	-0.038336338	0.956790123	0.19072619	-0.234567901	0.329619065	-0.068924658	-0.185016309	0.329619065	-0.842776576	-0.734567901	-0.944444444	-0.647037423	-0.647037423	-0.647037423	-0.949207195	-0.067901235	-0.981424149	-0.666409923	0.759259259	0.09215623	-0.739953481	0.505089941	0.115987461	0.685185185	0.033794241	0.174605567	0.356974946	0.50617284	0.432098765	0.40247678	0.426791277	0.374039874	0.062172203	-0.053891849	0.327979876	-0.392747518	-0.126285196	0.451111316	-0.07728281	-0.194991915	-0.23572696	-0.975308642	0.141975309	-0.017177477	-0.096372643	0.327979876	-0.975308642	0.141975309	-0.944444444	0.845679012
NC12	non_COVID_19	0.024429237	0.270624073	-0.077399381	-0.639183295	-0.639183295	0.680506731	0.680506731	0.093604747	0.733934909	0.156429142	0.077626288	0.858024691	-0.331040157	-0.092592593	0.731774688	-0.092592593	-0.077399381	-0.622388776	0.513931889	0.716049383	0.26834451	-0.878923969	-0.566978193	-0.670807453	-0.37037037	0.083791728	0.956790123	-0.430235711	0.067901235	0.364778955	0.037782179	-0.025346797	0.364778955	-0.831203053	0.413580247	-0.098765432	0.8323231	0.8323231	0.8323231	-0.565217391	-0.37037037	-0.66873065	0.077626288	-0.092592593	0.270630641	-0.323140421	0.706513968	-0.023623991	0.962962963	0.101718012	0.453422656	0.352201258	0.166666667	-0.222222222	-0.102167183	-0.109034268	0.138403467	0.35585724	0.067739966	-0.774211981	-0.365625	-0.055178026	-0.142414861	0.052059844	0.269989332	-0.17870223	-0.580246914	-0.530864198	0.152568691	0.053775889	-0.774211981	-0.580246914	-0.530864198	-0.098765432	0.432098765
NC13	non_COVID_19	0.0719054	0.270847287	0.023839009	0.044123297	0.044123297	0.245324692	0.245324692	0.431974636	-0.198128776	-0.339499913	-0.215958218	0.462962963	-0.236310765	0.228395062	0.32864866	0.228395062	0.023839009	-0.034041861	-0.755417957	-0.00617284	0.628482972	-0.036058369	-0.641744548	-0.727042946	-0.475308642	0.344111573	0.833333333	0.239784419	0.530864198	-0.10758603	0.23968067	0.271693932	-0.10758603	-0.389568152	-0.240740741	0.864197531	0.919504644	0.919504644	0.919504644	-0.711180124	-0.475308642	-0.885448916	-0.215958218	0.228395062	0.060259089	-0.865625	0.5970292	-0.553354442	0.709876543	-0.039613154	0.298777938	0.682463379	-0.567901235	-0.518518519	0.449276211	-0.417855978	-0.02341147	-0.499115854	-0.042547919	0.403149138	0.139091811	-0.123285915	0.537951326	0.027089317	0.036412295	0.064495763	-0.938271605	0.598765432	0.23358451	0.073662239	0.403149138	-0.938271605	0.598765432	0.864197531	-0.12962963
NC14	non_COVID_19	0.143892492	0.08863234	-0.431181855	-0.492260062	-0.492260062	-0.123749136	-0.123749136	0.036537785	0.783281734	-0.482866044	-0.174210111	0.228395062	-0.193104117	-0.444444444	-0.039510367	-0.444444444	-0.431181855	-0.358980236	0.052631579	-0.395061728	0.626160991	-0.86996904	-0.722970497	-0.763367436	-0.098765432	0.311117966	0.87654321	-0.248776499	0.191358025	0.263975155	0.190697424	-0.067721887	0.263975155	-0.801242236	0.777777778	-0.734567901	0.246491605	0.246491605	0.246491605	-0.580577688	-0.098765432	-0.643106699	-0.174210111	-0.444444444	0.057602152	-0.533252225	0.25953951	-0.467084639	0.62345679	-0.093970902	0.334354112	0.419544844	-0.37037037	-0.660493827	0.632991345	-0.421269295	-0.343006246	-0.429353448	0.192527869	-0.055727554	-0.41723138	-0.210365475	0.019466287	-0.32511333	0.288356531	-0.479755796	-0.864197531	0.216049383	0.17185521	0.302496758	-0.055727554	-0.864197531	0.216049383	-0.734567901	-0.061728395
NC15	non_COVID_19	0.060728533	0.179913482	0.866013072	-0.770686744	-0.770686744	0.660961492	0.660961492	0.096287756	-0.665921339	0.284353393	-0.146043157	0.728395062	-0.321076707	0.734567901	0.66819222	0.734567901	0.866013072	-0.53515528	-0.263295834	-0.030864198	0.766760969	-0.455554894	-0.666015495	-0.866709394	0.561728395	-0.07916727	-0.160493827	0.016214634	0.092592593	-0.180858612	-0.066782819	-0.339280999	-0.180858612	-0.438423645	-0.660493827	0.24691358	-0.502321981	-0.502321981	-0.502321981	-0.712746661	0.561728395	-0.944272446	-0.146043157	0.734567901	0.014742525	-0.904255529	-0.164889649	0.359875697	-0.296296296	-0.043807023	-0.20460804	-0.009866328	0.259259259	0.956790123	-0.167193265	0.613707165	-0.079113924	-0.216365741	-0.008980656	0.812028718	-0.144829843	-0.061539559	0.106582584	0.098747683	-0.420252201	-0.062893082	-0.907407407	0.512345679	-0.273290644	-0.019120785	0.812028718	-0.907407407	0.512345679	0.24691358	0.462962963
NC16	non_COVID_19	0.037931943	0.149659864	-0.517027864	-0.083591331	-0.083591331	0.185850353	0.185850353	0.378460969	-0.582043344	-0.214800894	-0.173124564	0.697530864	-0.402953338	0.407407407	0.203644285	0.407407407	-0.517027864	-0.354037267	-0.147125404	0.388888889	0.770897833	-0.40247678	0.029737299	-0.080745342	0.444444444	0.396021706	0.845679012	0.010920368	-0.728395062	-0.037049747	0.186559497	0.277711589	-0.037049747	-0.204359436	-0.296296296	-0.395061728	-0.074303406	-0.074303406	-0.074303406	0.027950311	0.444444444	-0.080495356	-0.173124564	0.407407407	0.215811018	0.408977503	0.691585237	-0.404602161	0.925925926	0.157218466	0.408107718	0.454479843	-0.086419753	-0.302469136	0.171295673	0.115264798	0.435692858	-0.755877591	0.065353222	-0.475961823	-0.142788462	0.019312603	-0.439012294	-0.019599292	0.135038221	-0.062380899	-0.388888889	0.771604938	0.283233097	0.099047191	-0.475961823	-0.388888889	0.771604938	-0.395061728	0.759259259
NC17	non_COVID_19	0.018325667	0.178662734	0.742921632	-0.331478067	-0.331478067	0.683605919	0.683605919	-0.035565421	0.721349436	0.406071521	-0.231703258	-0.098765432	-0.234099159	-0.358024691	0.819628471	-0.358024691	0.742921632	-0.040368457	0.31653166	0.456790123	0.095975232	-0.337634583	-0.295518811	-0.832298137	0.987654321	0.053175678	-0.117283951	0.074825975	0.913580247	-0.411693222	-0.175750184	-0.271470672	-0.411693222	-0.301330174	0.617283951	0.672839506	0.176690607	0.176690607	0.176690607	-0.324643101	0.987654321	-0.984520124	-0.231703258	-0.358024691	0.039023188	-0.475719228	-0.339379779	0.348717657	0.907407407	-0.144730372	-0.627307388	0.681879993	0.62345679	0.185185185	-0.609442724	0.396412995	0.323843621	-0.54617699	-0.114834605	0.783281734	0.145277835	-0.009423503	0.368421053	-0.18549748	-0.10183727	0.282577968	-0.987654321	-0.691358025	-0.219763515	-0.14852644	0.783281734	-0.987654321	-0.691358025	0.672839506	-0.160493827
NC18	non_COVID_19	0.034004538	0.016247154	-0.638434321	-0.894736842	-0.894736842	0.214763829	0.214763829	0.676874142	-0.53250774	-0.255451713	-0.252165106	-0.419753086	-0.244023547	0.530864198	0.202515145	0.530864198	-0.638434321	-0.701863354	-0.504643963	-0.944444444	0.730650155	-0.885448916	-0.621116713	-0.494041307	-1	0.202186552	0.845679012	0.12057043	-0.740740741	-0.181807175	0.185458247	0.018126793	-0.181807175	-0.763975155	-0.5	-0.87037037	-0.091851116	-0.091851116	-0.091851116	-0.776397516	-1	-0.730650155	-0.252165106	0.530864198	0.151863704	-0.27009856	0.889896769	-0.479623824	0.925925926	0.109470818	0.768712144	0.504141682	-0.074074074	0.080246914	0.657562401	-0.490919164	0.284760925	-0.360532158	0.04634137	-0.0474229	-0.42690508	-0.033801453	0.265917351	-0.125633879	-0.105275081	-0.367505043	-0.543209877	0.574074074	0.193132575	0.142585345	-0.0474229	-0.543209877	0.574074074	-0.87037037	-0.388888889
NC19	non_COVID_19	0.044521429	0.340155353	0.102259447	-0.758993071	-0.758993071	0.275838823	0.275838823	0.568792177	-0.331309873	-0.072560617	0.01389398	-0.327160494	0.111106135	0.240740741	0.375074569	0.240740741	0.102259447	-0.5601929	-0.352941176	-0.50617284	0.60371517	-0.658190262	-0.640226742	-0.553273965	-0.895061728	0.372248598	0.586419753	0.328663009	-0.401234568	-0.412269119	0.210657912	0.217470643	-0.412269119	-0.767303902	-0.462962963	0.00617284	0.721349436	0.721349436	0.721349436	-0.673913043	-0.895061728	-0.609907121	0.01389398	0.240740741	0.157695802	-0.53446069	0.423097571	-0.327566574	0.703703704	0.165832431	0.423292988	0.551106042	-0.061728395	0.530864198	0.729454404	0.158878505	-0.103599473	-0.708350989	0.177146642	-0.099071207	-0.592285342	-0.246545762	-0.448166986	-0.285916304	-0.006255253	-0.572902988	-0.444444444	0.185185185	0.162621889	0.290957687	-0.099071207	-0.444444444	0.185185185	0.00617284	-0.049382716
NC2	non_COVID_19	0.285382179	0.343211068	0.600013461	-0.59752322	-0.59752322	0.624518424	0.624518424	0.485222275	0.498452012	-0.32705463	0.025307381	0.62345679	-0.112151974	0.228395062	0.724367255	0.228395062	0.600013461	-0.606625259	0.360109833	0.388888889	0.704133956	-0.686104111	-0.858272606	-0.834598574	-0.888888889	0.319825835	0.987654321	-0.064224257	0.796296296	0.525417335	0.180805102	0.213618913	0.525417335	-0.670807453	-0.166666667	-0.37037037	0.244224071	0.244224071	0.244224071	-0.903726708	-0.888888889	-0.900928793	0.025307381	0.228395062	0.311207765	-0.477963147	0.532736179	-0.200256816	0.858024691	0.068926256	0.206398153	0.530861489	-0.586419753	-0.197530864	-0.078832093	0.311934687	0.415838519	-0.515466772	0.092526247	0.784215253	0.091534735	0.163563553	0.479876161	0.159312379	0.074831432	-0.192439245	-0.975308642	0.913580247	0.359796651	0.080367926	0.784215253	-0.975308642	0.913580247	-0.37037037	0.679012346
NC20	non_COVID_19	0.318883332	0.249962446	0.200918558	-0.328173375	-0.328173375	0.040498442	0.040498442	-0.138079573	0.715170279	-0.679127726	0.284884383	0.944444444	0.082327424	-0.432098765	0.179999501	-0.432098765	0.200918558	-0.653048929	-0.009287926	-0.419753086	0.499946926	-0.665634675	-0.678177616	-0.755809896	0.179012346	0.150430229	0.777777778	-0.172708698	0.512345679	0.344847057	0.293026985	0.075711235	0.344847057	-0.639751553	0.012345679	-0.444444444	0.591331269	0.591331269	0.591331269	-0.528931023	0.179012346	-0.648142415	0.284884383	-0.432098765	0.071530879	-0.235848258	-0.180214112	-0.439768693	0.018518519	-0.195178506	-0.434460536	0.408592929	-0.703703704	-0.234567901	0.417956656	-0.325563715	-0.172432276	-0.566447368	0.203215011	0.256371628	0.118670803	-0.197418933	0.382303537	-0.181976961	0.056342746	-0.249156651	-0.845679012	0.666666667	0.076470011	0.335611757	0.256371628	-0.845679012	0.666666667	-0.444444444	-0.228395062
NC21	non_COVID_19	-0.216815843	0.011974474	0.069357553	-0.626615067	-0.626615067	0.332511434	0.332511434	-0.140058055	-0.826625387	-0.142975029	-0.107002546	0.265432099	-0.119872543	0.938271605	-0.063486086	0.938271605	0.069357553	-0.621583545	-0.560371517	-0.395061728	0.256664947	-0.346749226	-0.352583043	-0.402424364	-0.438271605	-0.093565956	-0.450617284	-0.180908532	-0.716049383	-0.168679643	-0.244983468	-0.067840849	-0.168679643	-0.347826087	-0.882716049	-0.148148148	-0.508837392	-0.508837392	-0.508837392	-0.614906832	-0.438271605	-0.761609907	-0.107002546	0.938271605	-0.17031224	-0.553540316	-0.114445243	-0.16065625	-0.475308642	-0.146124434	-0.175963273	-0.052202107	-0.49382716	0.771604938	0.555351408	0.266336449	-0.05049908	-0.176988879	-0.150251762	-0.19334141	0.257427851	-0.189205531	-0.490078807	-0.143570081	-0.606533146	0.148661276	-0.734567901	0.74691358	-0.287884937	-0.047086308	-0.19334141	-0.734567901	0.74691358	-0.148148148	0.469135802
NC22	non_COVID_19	-0.111478043	-0.048666339	-0.486126252	-0.736480138	-0.736480138	-0.045585442	-0.045585442	0.430213163	-0.80495356	0.126159666	-0.385394829	-0.956790123	-0.220880202	0.75308642	-0.395776398	0.75308642	-0.486126252	-0.446290378	-0.53250774	-0.141975309	0.318780943	-0.210305175	-0.219749925	-0.236034751	-0.320987654	-0.048264029	-0.598765432	0.107542088	-0.851851852	-0.00310559	-0.20771897	-0.374018941	-0.00310559	-0.387402453	-0.654320988	-0.283950617	-0.405572755	-0.405572755	-0.405572755	-0.608695652	-0.320987654	-0.760284195	-0.385394829	0.75308642	-0.100857245	-0.533322825	0.545997072	0.013096112	-0.462962963	-0.033114798	0.48489426	-0.076888978	-0.395061728	0.462962963	0.752321981	-0.008888803	0.069647612	-0.329381614	-0.156909324	-0.180495356	0.060331119	-0.37106698	-0.388155988	-0.384660568	-0.300084199	-0.048539055	-0.24691358	0.660493827	-0.090182192	-0.169496118	-0.180495356	-0.24691358	0.660493827	-0.283950617	0.290123457
NC23	non_COVID_19	-0.086700965	0.083998785	-0.217391818	-0.32834892	-0.32834892	-0.049202859	-0.049202859	0.406385027	-0.876160991	0.450822499	-0.260819075	-0.524691358	-0.30424939	0.512345679	-0.212724403	0.512345679	-0.217391818	-0.670936087	-0.73993808	0.043209877	0.536994858	-0.488652464	-0.015576324	-0.01552795	0.351851852	0.038137287	-0.481481481	-0.137936703	-0.907407407	0.085684213	-0.253703606	-0.434553857	0.085684213	-0.660839811	-0.839506173	-0.104938272	0.027863777	0.027863777	0.027863777	-0.074534161	0.351851852	-0.390092879	-0.260819075	0.512345679	0.014637417	-0.348420936	0.437877955	0.227293351	-0.074074074	0.065993483	0.191879191	0.0355615	-0.203703704	0.709876543	0.634674923	0.190031153	0.425162504	-0.407111252	-0.146291946	-0.055933953	0.05625	-0.42987079	0.011906548	-0.495234033	-0.358869088	0.056603774	-0.277777778	0.790123457	-0.237459619	-0.135889135	-0.055933953	-0.277777778	0.790123457	-0.104938272	0.382716049
NC24	non_COVID_19	0.007066561	0.189310163	-0.40247678	-0.009356507	-0.009356507	-0.033535826	-0.033535826	0.362689641	-0.640592407	0.168224299	0.003616029	0.722222222	-0.099421111	0.679012346	-0.403726708	0.679012346	-0.40247678	-0.066172957	-0.433436533	-0.117283951	0.840678903	0.047730459	-0.753804001	-0.918763584	0.450617284	-0.258674697	0.00617284	0.215608566	-0.567901235	-0.173730697	-0.000874814	-0.287390579	-0.173730697	-0.295838712	-0.635802469	0.969135802	0.482733984	0.482733984	0.482733984	-0.799838176	0.450617284	-0.987616099	0.003616029	0.679012346	-0.115364277	-0.505018295	-0.087227414	-0.018808777	-0.37654321	-0.353113909	-0.322196577	-0.29480931	0.018518519	-0.234567901	-0.295930164	0.296544888	0.261499915	-0.702197319	-0.096011425	0.293322734	0.007801071	0.069090723	0.515604007	-0.10672307	-0.318353726	0.087027108	-0.987654321	0.592592593	-0.054672622	-0.147973025	0.293322734	-0.987654321	0.592592593	0.969135802	0.864197531
NC25	non_COVID_19	-0.16210134	-0.006302521	-0.177487624	-0.230263158	-0.230263158	-0.178793947	-0.178793947	0.144204852	-0.767801858	0.283756884	0.19636017	-0.37654321	0.228040497	0.660493827	-0.498527011	0.660493827	-0.177487624	-0.191002765	-0.708978328	-0.524691358	-0.112018945	0.696157815	-0.265656891	-0.277423001	0.141975309	-0.183328076	-0.987654321	-0.006379585	-0.709876543	-0.218802936	-0.217454429	-0.528583843	-0.218802936	-0.03244127	-0.882716049	0.709876543	0.31369037	0.31369037	0.31369037	-0.737436477	0.141975309	-0.859378062	0.19636017	0.660493827	-0.06902571	-0.667455916	0.144099109	0.056607758	-0.827160494	0.045965162	0.340279532	0.05639008	-0.296296296	0.567901235	0.879282766	0.093457944	0.148734177	-0.394924363	-0.150631923	0.104819063	0.109535759	-0.37420595	-0.583660991	-0.45549875	-0.411060574	0.059179682	-0.061728395	0.574074074	-0.417248436	-0.049133861	0.104819063	-0.061728395	0.574074074	0.709876543	0.302469136
NC26	non_COVID_19	-0.18110351	0.137825267	-0.188854489	0.845440189	0.845440189	0.021806854	0.021806854	0.222933614	-0.585139319	-0.360077154	-0.056907695	-0.858024691	0.141312784	0.25308642	0.02173913	0.25308642	-0.188854489	0.127666569	-0.4203743	0.141975309	0.563467492	0.537409701	0.598130841	0.709563516	0.345679012	0.201145839	0.549382716	0.188037238	-0.234567901	0.08921813	-0.025328793	0.15967956	0.08921813	0.176688252	-0.481481481	-0.037037037	0.150912997	0.150912997	0.150912997	0.691843082	0.345679012	0.860681115	-0.056907695	0.25308642	-0.081964547	0.096399177	0.787417213	-0.349451411	0.277777778	0.003172994	0.668060338	-0.144654088	-0.987654321	-0.141975309	0.715170279	-0.857100354	-0.416050502	0.04375	-0.082947059	-0.198142415	-0.438578057	-0.387388419	-0.39255031	-0.377938758	-0.078923395	-0.523716778	0.833333333	0.290123457	0.079505759	-0.038321519	-0.198142415	0.833333333	0.290123457	-0.037037037	-0.401234568
